Name,Description,ADDRESSBLOCKHOUSENUMBER,ADDRESSBUILDINGNAME,ADDRESSSTREETNAME,ADDRESSTYPE,DESCRIPTION,LANDXADDRESSPOINT,LANDYADDRESSPOINT,NAME,ADDRESSPOSTALCODE,ADDRESSFLOORNUMBER,HYPERLINK,PHOTOURL,INC_CRC,FMEL_UPD_D,ADDRESSUNITNUMBER,Latitude,Longitude
kml_11,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>21</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td>Lot One</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Choa Chu Kang Avenue 4</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>CCKPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>18175.64</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>40767.450000000004</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Chua Chu Kang Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>689812</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td>4</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/295/Default.aspx?branch=Choa+Chu+Kang+Public+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/ChoaChuKang/MAIN-CCKPL-cropped.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>8731508A1219090E</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td>1</td> </tr></table></center>",21,Lot One,Choa Chu Kang Avenue 4,,CCKPL,18175.64,40767.450000000004,Chua Chu Kang Public Library,689812,4,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/295/Default.aspx?branch=Choa+Chu+Kang+Public+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/ChoaChuKang/MAIN-CCKPL-cropped.jpg,8731508A1219090E,20190424094745,1,1.38495919705382,103.745039269848
kml_12,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>1</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td>Bukit Panjang Plaza</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Jelebu Road</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>BPPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>20324.670000000002</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>40211.98</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Bukit Panjang Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>677743</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td>4</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/292/Default.aspx?branch=Bukit+Panjang+Public+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/BukitPanjang/BPPL_main_Img_resized.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>87CC461B1702CF3B</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td>16-17</td> </tr></table></center>",1,Bukit Panjang Plaza,Jelebu Road,,BPPL,20324.670000000002,40211.98,Bukit Panjang Public Library,677743,4,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/292/Default.aspx?branch=Bukit+Panjang+Public+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/BukitPanjang/BPPL_main_Img_resized.jpg,87CC461B1702CF3B,20190424094745,16-17,1.37993637366735,103.764350064878
kml_13,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>90</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td>Hougang Mall</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Hougang Avenue 10</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>CSPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>34728.1</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>39397.71</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Cheng San Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>538766</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/288/Default.aspx?branch=Cheng+San+Public+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/ChengSan/MAIN-CSPL-cropped.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>0F9DCF3218E57956</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td>11</td> </tr></table></center>",90,Hougang Mall,Hougang Avenue 10,,CSPL,34728.1,39397.71,Cheng San Public Library,538766,3,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/288/Default.aspx?branch=Cheng+San+Public+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/ChengSan/MAIN-CSPL-cropped.jpg,0F9DCF3218E57956,20190424094745,11,1.3725726449182,103.893775348884
kml_14,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>3155</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td>The Clementi Mall</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Commonwealth Avenue West</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>CMPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>20319.52</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>33038.5</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Clementi Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>129588</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/296/Default.aspx?branch=Clementi+Public+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/Clementi/MAIN-CMPL-cropped.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>CF4E46F0E22AA1D8</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td>13-15</td> </tr></table></center>",3155,The Clementi Mall,Commonwealth Avenue West,,CMPL,20319.52,33038.5,Clementi Public Library,129588,3,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/296/Default.aspx?branch=Clementi+Public+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/Clementi/MAIN-CMPL-cropped.jpg,CF4E46F0E22AA1D8,20190424094745,13-15,1.31506201647581,103.764305614552
kml_15,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>4300</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Ang Mo Kio Avenue 6</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>AMPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>29364.62</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>39642.82</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Ang Mo Kio Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>569842</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/332/Default.aspx?branch=Ang+Mo+Kio+Public+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/AngMoKio/MAIN-PICTURE-of-AMPL-cropped.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>49A106793207FD9B</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>",4300,,Ang Mo Kio Avenue 6,,AMPL,29364.62,39642.82,Ang Mo Kio Public Library,569842,,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/332/Default.aspx?branch=Ang+Mo+Kio+Public+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/AngMoKio/MAIN-PICTURE-of-AMPL-cropped.jpg,49A106793207FD9B,20190424094745,,1.37479006912036,103.845580674824
kml_16,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>930</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td>Northpoint City (North Wing)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Yishun Ave 2</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>YIPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>28276.53</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>45716.19</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Yishun Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>769098</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td>4</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/320/Default.aspx?branch=Yishun+Public+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/Yishun/MAIN-YIPL-cropped.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>19593E1A8CD0A4F9</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td>1</td> </tr></table></center>",930,Northpoint City (North Wing),Yishun Ave 2,,YIPL,28276.53,45716.19,Yishun Public Library,769098,4,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/320/Default.aspx?branch=Yishun+Public+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/Yishun/MAIN-YIPL-cropped.jpg,19593E1A8CD0A4F9,20190424094745,1,1.42971547356642,103.835803458095
kml_17,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>5</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Bishan Place</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>BIPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>29727.41</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>36885.15</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Bishan Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>579841</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/312/Default.aspx?branch=Bishan+Public+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/Bishan/MAIN-BIPL-cropped.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>DD6EBE6BCBDA2B6A</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td>1</td> </tr></table></center>",5,,Bishan Place,,BIPL,29727.41,36885.15,Bishan Public Library,579841,1,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/312/Default.aspx?branch=Bishan+Public+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/Bishan/MAIN-BIPL-cropped.jpg,DD6EBE6BCBDA2B6A,20190424094745,1,1.3498506667736,103.848840445413
kml_18,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>11</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Bedok North St. 1</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>BEPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>38947.87</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>34357.48</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Bedok Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>469662</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td>2</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/330/Default.aspx?branch=Bedok+Public+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/Bedok/MAIN-BEPL-cropped.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>D837A37B18C409D4</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td>3</td> </tr></table></center>",11,,Bedok North St. 1,,BEPL,38947.87,34357.48,Bedok Public Library,469662,2,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/330/Default.aspx?branch=Bedok+Public+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/Bedok/MAIN-BEPL-cropped.jpg,D837A37B18C409D4,20190424094745,3,1.32698939805286,103.931691125839
kml_19,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>100</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Victoria Street (Basement 1)</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>CTPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>30327.79</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>31087.66</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Central Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>188064</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/289/Default.aspx?branch=Central+Public+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/Central/MAIN-CTPL-cropped.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>079B4C978A2FD7D7</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>",100,,Victoria Street (Basement 1),,CTPL,30327.79,31087.66,Central Public Library,188064,,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/289/Default.aspx?branch=Central+Public+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/Central/MAIN-CTPL-cropped.jpg,079B4C978A2FD7D7,20190424094745,,1.2974201806193,103.854234798536
kml_20,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>1</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td>VivoCity</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Harbourfront Walk</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>HBPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>26699.31</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>27383.57</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Harbour Front Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>98585</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/362/Default.aspx?branch=library%40harbourfront</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/harbourfront/main_library_harbourfront.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>11A10CC261890319</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td>5</td> </tr></table></center>",1,VivoCity,Harbourfront Walk,,HBPL,26699.31,27383.57,Harbour Front Public Library,98585,3,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/362/Default.aspx?branch=library%40harbourfront,http://www.nlb.gov.sg/Portals/0/library/gallery/harbourfront/main_library_harbourfront.jpg,11A10CC261890319,20190424094745,5,1.26392174964736,103.82163145796
kml_21,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>6</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Toa Payoh Central</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>TPPL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>29964.34</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>35090.96</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Toa Payoh Public Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>319191</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/319/Default.aspx?branch=Toa+Payoh+Public+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/ToaPayoh/MAIN-TPPL-cropped.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>2220835A54DC0E75</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>",6,,Toa Payoh Central,,TPPL,29964.34,35090.96,Toa Payoh Public Library,319191,,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/319/Default.aspx?branch=Toa+Payoh+Public+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/ToaPayoh/MAIN-TPPL-cropped.jpg,2220835A54DC0E75,20190424094745,,1.33362463556477,103.85096929438
kml_22,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>21</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Jurong East Central 1</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>JRL</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>17530.350000000002</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>35010.42</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Jurong Regional Library</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>609732</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/338/Default.aspx?branch=Jurong+Regional+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/library/gallery/JurongReg/MAIN-JRL-cropped.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>05997B48A04A4AFB</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>",21,,Jurong East Central 1,,JRL,17530.350000000002,35010.42,Jurong Regional Library,609732,,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/338/Default.aspx?branch=Jurong+Regional+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/JurongReg/MAIN-JRL-cropped.jpg,05997B48A04A4AFB,20190424094745,,1.33289451520808,103.739242870677
kml_23,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>100</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>Victoria Street</td> </tr><tr bgcolor=""""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>DESCRIPTION</th> <td>National Library Level 7-13</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>30333.63</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>31063.58</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>National Library Building</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>188064</td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/329/Default.aspx?branch=National+Library+%2f+Lee+Kong+Chian+Reference+Library</td> </tr><tr bgcolor=""""> <th>PHOTOURL</th> <td>http://www.nlb.gov.sg/Portals/0/IMG/Managers/NL%20Visit%20Us%20Photo.jpg</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>6A4F1C180916BAC7</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190424094745</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>",100,,Victoria Street,,National Library Level 7-13,30333.63,31063.58,National Library Building,188064,,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/329/Default.aspx?branch=National+Library+%2f+Lee+Kong+Chian+Reference+Library,http://www.nlb.gov.sg/Portals/0/IMG/Managers/NL%20Visit%20Us%20Photo.jpg,6A4F1C180916BAC7,20190424094745,,1.29720240914801,103.854287271717
