Name,Description,LIC_NAME,BLK_HOUSE,STR_NAME,UNIT_NO,POSTCODE,LIC_NO,INC_CRC,FMEL_UPD_D,Latitude,Longitude
kml_1,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>273C</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>PUNGGOL PLACE</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>884</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>823273</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>NE12I65N000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>3DE8AF6E76F9D3D4</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,273C,PUNGGOL PLACE,884,823273,NE12I65N000,3DE8AF6E76F9D3D4,20171129183653,1.40230300615945,103.901262393433
kml_2,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>SHENG SIONG SUPERMARKET PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>11</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>UPPER BOON KENG ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>901</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>380011</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>E73010V000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>F361759A8261CD6E</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",SHENG SIONG SUPERMARKET PTE LTD,11,UPPER BOON KENG ROAD,901,380011,E73010V000,F361759A8261CD6E,20171129183653,1.31423937057047,103.870914035563
kml_3,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>COLD STORAGE SINGAPORE (1983) PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>683</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>HOUGANG AVENUE 8</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>903</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>530683</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>NE11909C000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>1DC69902E02077CE</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",COLD STORAGE SINGAPORE (1983) PTE LTD,683,HOUGANG AVENUE 8,903,530683,NE11909C000,1DC69902E02077CE,20171129183653,1.3733212172841,103.886365538231
kml_4,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>COLD STORAGE SINGAPORE (1983) PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>631</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>BEDOK RESERVOIR ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>954</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>470631</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>S02210X000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>4E2560154B58BA38</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",COLD STORAGE SINGAPORE (1983) PTE LTD,631,BEDOK RESERVOIR ROAD,954,470631,S02210X000,4E2560154B58BA38,20171129183653,1.3329587272309,103.914941831132
kml_5,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>YES SUPERMARKET PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>201B</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>TAMPINES STREET 21</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1091</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>522201</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>S02037J000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>559A9A00D9FF8A55</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",YES SUPERMARKET PTE LTD,201B,TAMPINES STREET 21,1091,522201,S02037J000,559A9A00D9FF8A55,20171129183653,1.35345315592225,103.953009921086
kml_6,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>SUZYAMEER FROZEN PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>201D</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>TAMPINES STREET 21</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1161</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>524201</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>NE08357A000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>1D32060098628881</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",SUZYAMEER FROZEN PTE. LTD.,201D,TAMPINES STREET 21,1161,524201,NE08357A000,1D32060098628881,20171129183653,1.35226231253931,103.95358649775
kml_7,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>G8 MART PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>421</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>ANG MO KIO AVENUE 10</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1161</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>560421</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>CE13401C000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>E83AE5A9842F67BC</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",G8 MART PTE. LTD.,421,ANG MO KIO AVENUE 10,1161,560421,CE13401C000,E83AE5A9842F67BC,20171129183653,1.36538421638439,103.852966963093
kml_8,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>SHENG SIONG SUPERMARKET PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>233</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>ANG MO KIO AVENUE 3</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1168</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>560233</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>CE04334P000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>08D1E417EB224327</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",SHENG SIONG SUPERMARKET PTE LTD,233,ANG MO KIO AVENUE 3,1168,560233,CE04334P000,08D1E417EB224327,20171129183653,1.36754924783084,103.83674063794
kml_9,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>PRIME SUPERMARKET (1996) PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>106</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>HOUGANG AVENUE 1</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1213</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>530106</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>S02059X000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>3DA5C840D472C779</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",PRIME SUPERMARKET (1996) PTE LTD,106,HOUGANG AVENUE 1,1213,530106,S02059X000,3DA5C840D472C779,20171129183653,1.35370296933733,103.890680794853
kml_10,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>TAN KWEE ENG</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>327</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>YISHUN RING ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1320</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>760327</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>B02041C000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>FBB8A845FD8ADDC4</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",TAN KWEE ENG,327,YISHUN RING ROAD,1320,760327,B02041C000,FBB8A845FD8ADDC4,20171129183653,1.43007109706807,103.842396448241
kml_11,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>SHENG SIONG SUPERMARKET PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>122</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>ANG MO KIO AVENUE 3</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1753</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>560122</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>B02015J000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>DEC1603A9CDAA8B2</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",SHENG SIONG SUPERMARKET PTE LTD,122,ANG MO KIO AVENUE 3,1753,560122,B02015J000,DEC1603A9CDAA8B2,20171129183653,1.3701886043625,103.843413241014
kml_12,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>KAI SOON SUPERMARKET PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>780</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>YISHUN RING ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>3546</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>760780</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>W03223N000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>97BC62A54004ABA9</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",KAI SOON SUPERMARKET PTE. LTD.,780,YISHUN RING ROAD,3546,760780,W03223N000,97BC62A54004ABA9,20171129183653,1.42213865028433,103.832882666076
kml_13,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>COLD STORAGE SINGAPORE (1983) PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>41</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>SUNSET WAY</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>01A</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>597071</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>NW08141P000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>5B36941E8637D978</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183654</td> </tr></table></center>",COLD STORAGE SINGAPORE (1983) PTE LTD,41,SUNSET WAY,01A,597071,NW08141P000,5B36941E8637D978,20171129183654,1.32325040085144,103.767260053848
kml_14,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>THE FISHWIVES PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>501</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>BUKIT TIMAH ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>05B</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>259760</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>W02430L000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>D1ABF0A07806E6A5</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183654</td> </tr></table></center>",THE FISHWIVES PTE. LTD.,501,BUKIT TIMAH ROAD,05B,259760,W02430L000,D1ABF0A07806E6A5,20171129183654,1.32257317593847,103.814245545298
kml_15,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>PRIME SUPERMARKET LIMITED</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>UPPER ALJUNIED LANE</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>360001</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>SE04040C000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>348D2160A5640B99</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",PRIME SUPERMARKET LIMITED,1,UPPER ALJUNIED LANE,1,360001,SE04040C000,348D2160A5640B99,20171129183653,1.33429241375195,103.87874621482
kml_16,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>ABEDIN TRADING PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>599</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>GEYLANG ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>389538</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>SE15464L000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>527AE12639704BB5</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",ABEDIN TRADING PTE. LTD.,599,GEYLANG ROAD,1,389538,SE15464L000,527AE12639704BB5,20171129183653,1.31420654866153,103.886699759329
kml_17,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>COLD STORAGE SINGAPORE (1983) PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>5</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>STADIUM WALK</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>397693</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>SE07216L000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>B63A248EF9D05582</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>",COLD STORAGE SINGAPORE (1983) PTE LTD,5,STADIUM WALK,1,397693,SE07216L000,B63A248EF9D05582,20171129183653,1.30222178109552,103.876152670397
kml_18,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>COLD STORAGE SINGAPORE (1983) PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>238</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>THOMSON ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>28/29</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>307683</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>W02074L000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>2CB5FB935C95714E</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183654</td> </tr></table></center>",COLD STORAGE SINGAPORE (1983) PTE LTD,238,THOMSON ROAD,28/29,307683,W02074L000,2CB5FB935C95714E,20171129183654,1.32021101601675,103.843656771807
kml_19,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>SONG FISH DEALER PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>17</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>PETIR ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>678278</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>NW17069X000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>0F6D28052F81A605</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20180711174048</td> </tr></table></center>",SONG FISH DEALER PTE LTD,17,PETIR ROAD,3,678278,NW17069X000,0F6D28052F81A605,20180711174048,1.37834971351323,103.762741183479
kml_20,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>676</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>WOODLANDS DRIVE 71</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>4</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>730676</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>NW18310J000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>80FFC5863445363D</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20180711174048</td> </tr></table></center>",THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,676,WOODLANDS DRIVE 71,4,730676,NW18310J000,80FFC5863445363D,20180711174048,1.43991607901426,103.800701205041
kml_21,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>SHENG SIONG SUPERMARKET PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>JALAN BERSEH</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>3/22</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>209037</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>CE12096L000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>0345D5333A79129B</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20181003180619</td> </tr></table></center>",SHENG SIONG SUPERMARKET PTE LTD,1,JALAN BERSEH,3/22,209037,CE12096L000,0345D5333A79129B,20181003180619,1.30778510070706,103.857010987509
kml_22,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>COLD STORAGE SINGAPORE (1983) PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>163</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>TANGLIN ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>2/3</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>247933</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>W02073N000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>0F0E200CDB5F3678</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20181003180619</td> </tr></table></center>",COLD STORAGE SINGAPORE (1983) PTE LTD,163,TANGLIN ROAD,2/3,247933,W02073N000,0F0E200CDB5F3678,20181003180619,1.30484344487426,103.823852799187
kml_23,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>BLUEWATER SEAFOOD PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>8D</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>DEMPSEY ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>249672</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>CE18D64L000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>0A84C7734855DF0F</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20181003180619</td> </tr></table></center>",BLUEWATER SEAFOOD PTE. LTD.,8D,DEMPSEY ROAD,1,249672,CE18D64L000,0A84C7734855DF0F,20181003180619,1.30344597442988,103.80938167216
kml_24,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>WONS BUTCHERY PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>ST. MARTIN'S DRIVE</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>257988</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>CE18G34E000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>2A8AD7C49BB35393</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20181003180619</td> </tr></table></center>",WONS BUTCHERY PTE. LTD.,1,ST. MARTIN'S DRIVE,1,257988,CE18G34E000,2A8AD7C49BB35393,20181003180619,1.30570970646179,103.824463823195
kml_25,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>LITTLE FARMS PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>LORONG LIPUT</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>4</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>277725</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>CE18I13C000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>A887A4094F9E78C9</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20181003180619</td> </tr></table></center>",LITTLE FARMS PTE. LTD.,3,LORONG LIPUT,4,277725,CE18I13C000,A887A4094F9E78C9,20181003180619,1.31064350283582,103.795246166645
kml_26,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>B & S MINI MART PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>310</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>GEYLANG ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>389349</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>CE14Q85A000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>4DFE6BEAE93CDC87</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20181003180619</td> </tr></table></center>",B & S MINI MART PTE. LTD.,310,GEYLANG ROAD,,389349,CE14Q85A000,4DFE6BEAE93CDC87,20181003180619,1.31245104539871,103.87962231543
kml_27,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>CHEE MIN KUAN, SIMON</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>342</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>TANJONG KATONG ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>437112</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>SE14965K000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>7827732A1824519B</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20181003180619</td> </tr></table></center>","CHEE MIN KUAN, SIMON",342,TANJONG KATONG ROAD,,437112,SE14965K000,7827732A1824519B,20181003180619,1.30373373435466,103.896498243508
kml_28,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>JSJ CORPORATION PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>31A</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>TANAH MERAH COAST ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>498720</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>SE17345J000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>FDD2F7C14A0999CC</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20181003180619</td> </tr></table></center>",JSJ CORPORATION PTE. LTD.,31A,TANAH MERAH COAST ROAD,1,498720,SE17345J000,FDD2F7C14A0999CC,20181003180619,1.31845201086353,103.985869406123
