Name,Description,SPORTS_CEN,FACILITIES,HOUSE_BLOC,ROAD_NAME,POSTAL_COD,INFORMATIO,CONTACT_NO,MAINTENANC,SWIMMING_C,SPORTS_HAL,STADIUM_OP,FOOTBALL_S,TENNIS_SQU,GYM_OPERAT,OTHERS_OPE,BOOKING_LI,COMPETITIO,TEACHING_P,WADING_POO,INDOOR_SPO,BADMINTON_,TABLE_TENN,NETBALL_CO,VOLLEYBALL,BASKETBALL,ATHLETICS_,FOOTBALL_F,SOCCER_COU,RUGBY_FIEL,TENNIS_COU,SQUASH_COU,GYM,HOCKEY_PIT,PETANQUE_C,GATEBALL_C,LAWN_BOWL_,PICKLEBALL,ACTIVE_HEA,FACILITY_I,STATUS,UPGRADING_,TIER,INC_CRC,FMEL_UPD_D,Latitude,Longitude
kml_1,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>SPORTS_CEN</th> <td>Clementi Stadium</td> </tr><tr bgcolor=""""> <th>FACILITIES</th> <td>Stadium</td> </tr><tr bgcolor=""#E3E3F3""> <th>HOUSE_BLOC</th> <td>10</td> </tr><tr bgcolor=""""> <th>ROAD_NAME</th> <td>West Coast Walk</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_COD</th> <td>127156</td> </tr><tr bgcolor=""""> <th>INFORMATIO</th> <td>https://www.myactivesg.com/facilities/sport-centres</td> </tr><tr bgcolor=""#E3E3F3""> <th>CONTACT_NO</th> <td>Stadium: 67786761</td> </tr><tr bgcolor=""""> <th>MAINTENANC</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>SWIMMING_C</th> <td></td> </tr><tr bgcolor=""""> <th>SPORTS_HAL</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STADIUM_OP</th> <td>Daily: 4.30am - 8.30pm</td> </tr><tr bgcolor=""""> <th>FOOTBALL_S</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TENNIS_SQU</th> <td></td> </tr><tr bgcolor=""""> <th>GYM_OPERAT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>OTHERS_OPE</th> <td></td> </tr><tr bgcolor=""""> <th>BOOKING_LI</th> <td>https://members.myactivesg.com</td> </tr><tr bgcolor=""#E3E3F3""> <th>COMPETITIO</th> <td></td> </tr><tr bgcolor=""""> <th>TEACHING_P</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>WADING_POO</th> <td></td> </tr><tr bgcolor=""""> <th>INDOOR_SPO</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>BADMINTON_</th> <td></td> </tr><tr bgcolor=""""> <th>TABLE_TENN</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>NETBALL_CO</th> <td></td> </tr><tr bgcolor=""""> <th>VOLLEYBALL</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>BASKETBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ATHLETICS_</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>FOOTBALL_F</th> <td>1</td> </tr><tr bgcolor=""""> <th>SOCCER_COU</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>RUGBY_FIEL</th> <td></td> </tr><tr bgcolor=""""> <th>TENNIS_COU</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>SQUASH_COU</th> <td></td> </tr><tr bgcolor=""""> <th>GYM</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HOCKEY_PIT</th> <td></td> </tr><tr bgcolor=""""> <th>PETANQUE_C</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>GATEBALL_C</th> <td></td> </tr><tr bgcolor=""""> <th>LAWN_BOWL_</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PICKLEBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ACTIVE_HEA</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>FACILITY_I</th> <td>Field not open for public booking</td> </tr><tr bgcolor=""""> <th>STATUS</th> <td>Completed February 1983</td> </tr><tr bgcolor=""#E3E3F3""> <th>UPGRADING_</th> <td></td> </tr><tr bgcolor=""""> <th>TIER</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>8C584DC669A14E28</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20191217170517</td> </tr></table></center>",Clementi Stadium,Stadium,10,West Coast Walk,127156,https://www.myactivesg.com/facilities/sport-centres,Stadium: 67786761,,,,Daily: 4.30am - 8.30pm,,,,,https://members.myactivesg.com,,,,,,,,,,1,1,,,,,,,,,,,,Field not open for public booking,Completed February 1983,,3,8C584DC669A14E28,20191217170517,1.31054736358854,103.762831357532
kml_2,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>SPORTS_CEN</th> <td>Clementi Sports Centre</td> </tr><tr bgcolor=""""> <th>FACILITIES</th> <td>Swimming Complex/Sports Hall/Gym</td> </tr><tr bgcolor=""#E3E3F3""> <th>HOUSE_BLOC</th> <td>518</td> </tr><tr bgcolor=""""> <th>ROAD_NAME</th> <td>Clementi Avenue 3</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_COD</th> <td>129907</td> </tr><tr bgcolor=""""> <th>INFORMATIO</th> <td>https://www.myactivesg.com/facilities/sport-centres</td> </tr><tr bgcolor=""#E3E3F3""> <th>CONTACT_NO</th> <td>Swimming complex: 67790577; Sports Hall: 67762560; Gym: 68729185</td> </tr><tr bgcolor=""""> <th>MAINTENANC</th> <td>Every Mon: 8.00am - 2.30pm (swimming complex)</td> </tr><tr bgcolor=""#E3E3F3""> <th>SWIMMING_C</th> <td>Tue to Sun & PH: 8.00am - 9.30pm; Mon: 2.30pm - 9.30pm; Morning Swim: competition pool opens from 6.30am on Tue/Thu/Sat</td> </tr><tr bgcolor=""""> <th>SPORTS_HAL</th> <td>Daily: 7.00am - 10.00pm</td> </tr><tr bgcolor=""#E3E3F3""> <th>STADIUM_OP</th> <td></td> </tr><tr bgcolor=""""> <th>FOOTBALL_S</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TENNIS_SQU</th> <td></td> </tr><tr bgcolor=""""> <th>GYM_OPERAT</th> <td>Mon/Wed/Fri: 7.00am - 10.00pm; Tue/Thu: 8.30am - 10.00pm; Sat: 8.30am - 8.00pm; Sun: 9.00am - 8.00pm; PH: 9.00am - 5.00pm</td> </tr><tr bgcolor=""#E3E3F3""> <th>OTHERS_OPE</th> <td></td> </tr><tr bgcolor=""""> <th>BOOKING_LI</th> <td>https://members.myactivesg.com</td> </tr><tr bgcolor=""#E3E3F3""> <th>COMPETITIO</th> <td>1</td> </tr><tr bgcolor=""""> <th>TEACHING_P</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>WADING_POO</th> <td>1</td> </tr><tr bgcolor=""""> <th>INDOOR_SPO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>BADMINTON_</th> <td>14</td> </tr><tr bgcolor=""""> <th>TABLE_TENN</th> <td>10</td> </tr><tr bgcolor=""#E3E3F3""> <th>NETBALL_CO</th> <td></td> </tr><tr bgcolor=""""> <th>VOLLEYBALL</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>BASKETBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ATHLETICS_</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>FOOTBALL_F</th> <td></td> </tr><tr bgcolor=""""> <th>SOCCER_COU</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>RUGBY_FIEL</th> <td></td> </tr><tr bgcolor=""""> <th>TENNIS_COU</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>SQUASH_COU</th> <td></td> </tr><tr bgcolor=""""> <th>GYM</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>HOCKEY_PIT</th> <td></td> </tr><tr bgcolor=""""> <th>PETANQUE_C</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>GATEBALL_C</th> <td></td> </tr><tr bgcolor=""""> <th>LAWN_BOWL_</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PICKLEBALL</th> <td>2</td> </tr><tr bgcolor=""""> <th>ACTIVE_HEA</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>FACILITY_I</th> <td></td> </tr><tr bgcolor=""""> <th>STATUS</th> <td>Completed July 1983 and March 1990</td> </tr><tr bgcolor=""#E3E3F3""> <th>UPGRADING_</th> <td></td> </tr><tr bgcolor=""""> <th>TIER</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>CDF428CE63E09A47</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20191217170517</td> </tr></table></center>",Clementi Sports Centre,Swimming Complex/Sports Hall/Gym,518,Clementi Avenue 3,129907,https://www.myactivesg.com/facilities/sport-centres,Swimming complex: 67790577; Sports Hall: 67762560; Gym: 68729185,Every Mon: 8.00am - 2.30pm (swimming complex),Tue to Sun & PH: 8.00am - 9.30pm; Mon: 2.30pm - 9.30pm; Morning Swim: competition pool opens from 6.30am on Tue/Thu/Sat,Daily: 7.00am - 10.00pm,,,,Mon/Wed/Fri: 7.00am - 10.00pm; Tue/Thu: 8.30am - 10.00pm; Sat: 8.30am - 8.00pm; Sun: 9.00am - 8.00pm; PH: 9.00am - 5.00pm,,https://members.myactivesg.com,1,1,1,1,14,10,,,,,,,,,,1,,,,,2,,,Completed July 1983 and March 1990,,3,CDF428CE63E09A47,20191217170517,1.31137729496485,103.764384219114
kml_3,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>SPORTS_CEN</th> <td>Jurong West Sports Centre</td> </tr><tr bgcolor=""""> <th>FACILITIES</th> <td>Swimming Complex/Sports Hall/Stadium/Tennis Centre/Gym</td> </tr><tr bgcolor=""#E3E3F3""> <th>HOUSE_BLOC</th> <td>20</td> </tr><tr bgcolor=""""> <th>ROAD_NAME</th> <td>Jurong West Street 93</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_COD</th> <td>648965</td> </tr><tr bgcolor=""""> <th>INFORMATIO</th> <td>https://www.myactivesg.com/facilities/sport-centres</td> </tr><tr bgcolor=""#E3E3F3""> <th>CONTACT_NO</th> <td>Swimming  Complex/Sports Hall/Stadium/Tennis Centre/Gym: 65155331</td> </tr><tr bgcolor=""""> <th>MAINTENANC</th> <td>Every Tue: Full Day (swimming complex)</td> </tr><tr bgcolor=""#E3E3F3""> <th>SWIMMING_C</th> <td>Wed to Mon & PH: 8.00am - 9.30pm</td> </tr><tr bgcolor=""""> <th>SPORTS_HAL</th> <td>Daily: 7.00am - 10.00pm</td> </tr><tr bgcolor=""#E3E3F3""> <th>STADIUM_OP</th> <td>Daily: 7.00am - 7.30pm</td> </tr><tr bgcolor=""""> <th>FOOTBALL_S</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TENNIS_SQU</th> <td>Daily: 7.00am - 10.00pm</td> </tr><tr bgcolor=""""> <th>GYM_OPERAT</th> <td>Mon/Wed/Fri: 7.00am - 10.00pm; Tue/Thu: 8.30am - 10.00pm; Sat: 8.30am - 8.00pm; Sun: 9.00am - 8.00pm; PH: 9.00am - 5.00pm</td> </tr><tr bgcolor=""#E3E3F3""> <th>OTHERS_OPE</th> <td></td> </tr><tr bgcolor=""""> <th>BOOKING_LI</th> <td>https://members.myactivesg.com</td> </tr><tr bgcolor=""#E3E3F3""> <th>COMPETITIO</th> <td>1</td> </tr><tr bgcolor=""""> <th>TEACHING_P</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>WADING_POO</th> <td>1</td> </tr><tr bgcolor=""""> <th>INDOOR_SPO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>BADMINTON_</th> <td>11</td> </tr><tr bgcolor=""""> <th>TABLE_TENN</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>NETBALL_CO</th> <td></td> </tr><tr bgcolor=""""> <th>VOLLEYBALL</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>BASKETBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ATHLETICS_</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>FOOTBALL_F</th> <td>1</td> </tr><tr bgcolor=""""> <th>SOCCER_COU</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>RUGBY_FIEL</th> <td></td> </tr><tr bgcolor=""""> <th>TENNIS_COU</th> <td>2</td> </tr><tr bgcolor=""#E3E3F3""> <th>SQUASH_COU</th> <td></td> </tr><tr bgcolor=""""> <th>GYM</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>HOCKEY_PIT</th> <td></td> </tr><tr bgcolor=""""> <th>PETANQUE_C</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>GATEBALL_C</th> <td></td> </tr><tr bgcolor=""""> <th>LAWN_BOWL_</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PICKLEBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ACTIVE_HEA</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>FACILITY_I</th> <td>Field not open for public booking</td> </tr><tr bgcolor=""""> <th>STATUS</th> <td>Completed April 2006</td> </tr><tr bgcolor=""#E3E3F3""> <th>UPGRADING_</th> <td></td> </tr><tr bgcolor=""""> <th>TIER</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>8E508998C4C61405</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20191217170517</td> </tr></table></center>",Jurong West Sports Centre,Swimming Complex/Sports Hall/Stadium/Tennis Centre/Gym,20,Jurong West Street 93,648965,https://www.myactivesg.com/facilities/sport-centres,Swimming  Complex/Sports Hall/Stadium/Tennis Centre/Gym: 65155331,Every Tue: Full Day (swimming complex),Wed to Mon & PH: 8.00am - 9.30pm,Daily: 7.00am - 10.00pm,Daily: 7.00am - 7.30pm,,Daily: 7.00am - 10.00pm,Mon/Wed/Fri: 7.00am - 10.00pm; Tue/Thu: 8.30am - 10.00pm; Sat: 8.30am - 8.00pm; Sun: 9.00am - 8.00pm; PH: 9.00am - 5.00pm,,https://members.myactivesg.com,1,1,1,1,11,3,,,,1,1,,,2,,1,,,,,,,Field not open for public booking,Completed April 2006,,3,8E508998C4C61405,20191217170517,1.33893979108182,103.693702605961
kml_4,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>SPORTS_CEN</th> <td>Kallang Basin Swimming Complex</td> </tr><tr bgcolor=""""> <th>FACILITIES</th> <td>Swimming Complex</td> </tr><tr bgcolor=""#E3E3F3""> <th>HOUSE_BLOC</th> <td>23</td> </tr><tr bgcolor=""""> <th>ROAD_NAME</th> <td>Geylang Bahru Lane</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_COD</th> <td>339628</td> </tr><tr bgcolor=""""> <th>INFORMATIO</th> <td>https://www.myactivesg.com/facilities/sport-centres</td> </tr><tr bgcolor=""#E3E3F3""> <th>CONTACT_NO</th> <td>Swimming  Complex: 62954261</td> </tr><tr bgcolor=""""> <th>MAINTENANC</th> <td>Every Wed: 8.00am - 2.30pm (swimming complex)</td> </tr><tr bgcolor=""#E3E3F3""> <th>SWIMMING_C</th> <td>Thu to Tue & PH: 8.00am - 9.30pm; Wed: 2.30pm - 9.30pm</td> </tr><tr bgcolor=""""> <th>SPORTS_HAL</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STADIUM_OP</th> <td></td> </tr><tr bgcolor=""""> <th>FOOTBALL_S</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TENNIS_SQU</th> <td></td> </tr><tr bgcolor=""""> <th>GYM_OPERAT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>OTHERS_OPE</th> <td></td> </tr><tr bgcolor=""""> <th>BOOKING_LI</th> <td>https://members.myactivesg.com</td> </tr><tr bgcolor=""#E3E3F3""> <th>COMPETITIO</th> <td>1</td> </tr><tr bgcolor=""""> <th>TEACHING_P</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>WADING_POO</th> <td>1</td> </tr><tr bgcolor=""""> <th>INDOOR_SPO</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>BADMINTON_</th> <td></td> </tr><tr bgcolor=""""> <th>TABLE_TENN</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>NETBALL_CO</th> <td></td> </tr><tr bgcolor=""""> <th>VOLLEYBALL</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>BASKETBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ATHLETICS_</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>FOOTBALL_F</th> <td></td> </tr><tr bgcolor=""""> <th>SOCCER_COU</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>RUGBY_FIEL</th> <td></td> </tr><tr bgcolor=""""> <th>TENNIS_COU</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>SQUASH_COU</th> <td></td> </tr><tr bgcolor=""""> <th>GYM</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HOCKEY_PIT</th> <td></td> </tr><tr bgcolor=""""> <th>PETANQUE_C</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>GATEBALL_C</th> <td></td> </tr><tr bgcolor=""""> <th>LAWN_BOWL_</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PICKLEBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ACTIVE_HEA</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>FACILITY_I</th> <td></td> </tr><tr bgcolor=""""> <th>STATUS</th> <td>Completed February 1982</td> </tr><tr bgcolor=""#E3E3F3""> <th>UPGRADING_</th> <td></td> </tr><tr bgcolor=""""> <th>TIER</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>E79B9868BD354B42</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20191217170517</td> </tr></table></center>",Kallang Basin Swimming Complex,Swimming Complex,23,Geylang Bahru Lane,339628,https://www.myactivesg.com/facilities/sport-centres,Swimming  Complex: 62954261,Every Wed: 8.00am - 2.30pm (swimming complex),Thu to Tue & PH: 8.00am - 9.30pm; Wed: 2.30pm - 9.30pm,,,,,,,https://members.myactivesg.com,1,1,1,,,,,,,,,,,,,,,,,,,,,Completed February 1982,,3,E79B9868BD354B42,20191217170517,1.32325195762473,103.872252956458
kml_5,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>SPORTS_CEN</th> <td>Kallang Sports Centre</td> </tr><tr bgcolor=""""> <th>FACILITIES</th> <td>Practice Track/Field/Tennis Centre/Squash Centre/Netball Centre/Lawn Bowl</td> </tr><tr bgcolor=""#E3E3F3""> <th>HOUSE_BLOC</th> <td>52</td> </tr><tr bgcolor=""""> <th>ROAD_NAME</th> <td>Stadium Road</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_COD</th> <td>397724</td> </tr><tr bgcolor=""""> <th>INFORMATIO</th> <td>https://www.myactivesg.com/facilities/sport-centres</td> </tr><tr bgcolor=""#E3E3F3""> <th>CONTACT_NO</th> <td>Practice Track/Field/Tennis Centre/Squash Centre/Netball Centre/Lawn Bowl: 63481291</td> </tr><tr bgcolor=""""> <th>MAINTENANC</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>SWIMMING_C</th> <td></td> </tr><tr bgcolor=""""> <th>SPORTS_HAL</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STADIUM_OP</th> <td></td> </tr><tr bgcolor=""""> <th>FOOTBALL_S</th> <td>Daily: 7.00am - 7.00pm</td> </tr><tr bgcolor=""#E3E3F3""> <th>TENNIS_SQU</th> <td>Daily: 7.00am - 10.00pm</td> </tr><tr bgcolor=""""> <th>GYM_OPERAT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>OTHERS_OPE</th> <td>Daily: 7.00am - 10.00pm (Lawn Bowl/Netball)</td> </tr><tr bgcolor=""""> <th>BOOKING_LI</th> <td>https://members.myactivesg.com</td> </tr><tr bgcolor=""#E3E3F3""> <th>COMPETITIO</th> <td></td> </tr><tr bgcolor=""""> <th>TEACHING_P</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>WADING_POO</th> <td></td> </tr><tr bgcolor=""""> <th>INDOOR_SPO</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>BADMINTON_</th> <td></td> </tr><tr bgcolor=""""> <th>TABLE_TENN</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>NETBALL_CO</th> <td>6</td> </tr><tr bgcolor=""""> <th>VOLLEYBALL</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>BASKETBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ATHLETICS_</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>FOOTBALL_F</th> <td>1</td> </tr><tr bgcolor=""""> <th>SOCCER_COU</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>RUGBY_FIEL</th> <td></td> </tr><tr bgcolor=""""> <th>TENNIS_COU</th> <td>14</td> </tr><tr bgcolor=""#E3E3F3""> <th>SQUASH_COU</th> <td>7</td> </tr><tr bgcolor=""""> <th>GYM</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HOCKEY_PIT</th> <td></td> </tr><tr bgcolor=""""> <th>PETANQUE_C</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>GATEBALL_C</th> <td></td> </tr><tr bgcolor=""""> <th>LAWN_BOWL_</th> <td>8</td> </tr><tr bgcolor=""#E3E3F3""> <th>PICKLEBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ACTIVE_HEA</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>FACILITY_I</th> <td>Field (@Practice Track) not open for public booking; 2 tennis walls</td> </tr><tr bgcolor=""""> <th>STATUS</th> <td>Completed January 1978</td> </tr><tr bgcolor=""#E3E3F3""> <th>UPGRADING_</th> <td></td> </tr><tr bgcolor=""""> <th>TIER</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>F73F2743099EB171</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20191217170517</td> </tr></table></center>",Kallang Sports Centre,Practice Track/Field/Tennis Centre/Squash Centre/Netball Centre/Lawn Bowl,52,Stadium Road,397724,https://www.myactivesg.com/facilities/sport-centres,Practice Track/Field/Tennis Centre/Squash Centre/Netball Centre/Lawn Bowl: 63481291,,,,,Daily: 7.00am - 7.00pm,Daily: 7.00am - 10.00pm,,Daily: 7.00am - 10.00pm (Lawn Bowl/Netball),https://members.myactivesg.com,,,,,,,6,,,1,1,,,14,7,,,,,8,,,Field (@Practice Track) not open for public booking; 2 tennis walls,Completed January 1978,,3,F73F2743099EB171,20191217170517,1.30680410822256,103.877357239552
kml_6,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>SPORTS_CEN</th> <td>Katong Swimming Complex</td> </tr><tr bgcolor=""""> <th>FACILITIES</th> <td>Swimming Complex</td> </tr><tr bgcolor=""#E3E3F3""> <th>HOUSE_BLOC</th> <td>111</td> </tr><tr bgcolor=""""> <th>ROAD_NAME</th> <td>Wilkinson Road</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_COD</th> <td>436752</td> </tr><tr bgcolor=""""> <th>INFORMATIO</th> <td>https://www.myactivesg.com/facilities/sport-centres</td> </tr><tr bgcolor=""#E3E3F3""> <th>CONTACT_NO</th> <td>Swimming Complex: 63449609</td> </tr><tr bgcolor=""""> <th>MAINTENANC</th> <td>Every Tue: 8.00am - 2.30pm (swimming complex)</td> </tr><tr bgcolor=""#E3E3F3""> <th>SWIMMING_C</th> <td>Wed to Mon & PH: 8.00am - 9.30pm; Tue: 2.30pm - 9.30pm</td> </tr><tr bgcolor=""""> <th>SPORTS_HAL</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STADIUM_OP</th> <td></td> </tr><tr bgcolor=""""> <th>FOOTBALL_S</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TENNIS_SQU</th> <td></td> </tr><tr bgcolor=""""> <th>GYM_OPERAT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>OTHERS_OPE</th> <td></td> </tr><tr bgcolor=""""> <th>BOOKING_LI</th> <td>https://members.myactivesg.com</td> </tr><tr bgcolor=""#E3E3F3""> <th>COMPETITIO</th> <td>1</td> </tr><tr bgcolor=""""> <th>TEACHING_P</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>WADING_POO</th> <td>1</td> </tr><tr bgcolor=""""> <th>INDOOR_SPO</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>BADMINTON_</th> <td></td> </tr><tr bgcolor=""""> <th>TABLE_TENN</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>NETBALL_CO</th> <td></td> </tr><tr bgcolor=""""> <th>VOLLEYBALL</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>BASKETBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ATHLETICS_</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>FOOTBALL_F</th> <td></td> </tr><tr bgcolor=""""> <th>SOCCER_COU</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>RUGBY_FIEL</th> <td></td> </tr><tr bgcolor=""""> <th>TENNIS_COU</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>SQUASH_COU</th> <td></td> </tr><tr bgcolor=""""> <th>GYM</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HOCKEY_PIT</th> <td></td> </tr><tr bgcolor=""""> <th>PETANQUE_C</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>GATEBALL_C</th> <td></td> </tr><tr bgcolor=""""> <th>LAWN_BOWL_</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PICKLEBALL</th> <td></td> </tr><tr bgcolor=""""> <th>ACTIVE_HEA</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>FACILITY_I</th> <td></td> </tr><tr bgcolor=""""> <th>STATUS</th> <td>Completed August 1975</td> </tr><tr bgcolor=""#E3E3F3""> <th>UPGRADING_</th> <td></td> </tr><tr bgcolor=""""> <th>TIER</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>10D3F2DB776B731A</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20191217170517</td> </tr></table></center>",Katong Swimming Complex,Swimming Complex,111,Wilkinson Road,436752,https://www.myactivesg.com/facilities/sport-centres,Swimming Complex: 63449609,Every Tue: 8.00am - 2.30pm (swimming complex),Wed to Mon & PH: 8.00am - 9.30pm; Tue: 2.30pm - 9.30pm,,,,,,,https://members.myactivesg.com,1,1,1,,,,,,,,,,,,,,,,,,,,,Completed August 1975,,3,10D3F2DB776B731A,20191217170517,1.30223475636127,103.885917296542
